Album,Artist,Location,spotify_album_id,spotify_artist_id,released,art,embed,genres,tracks
Creatures of an Hour,Still Corners,
the Permanent Solution,Stillborn,
The Soul Cages,Sting,
A Virtuoso Christmas,Stober & Wells,
Bayleaf,Stone Gossard,
Love Spreads,"Stone Roses, The",
Fools Gold 9.53,"Stone Roses, The",
Shangri-La Dee Da,Stone Temple Pilots,
Sponge,Stop the Bleeding,
Landmine,Straight to Vhs,
Roller RIde,Straightjacket Fits,
done,Straightjacket Fits,
Chk Chk Chk,"Strange Weather, Isn't It",
Dirty Girl,"Strange, The",
The Cox Sintrific,Stranger Lazy,
Stranglmartin,Stranglmartin,
Love Operation,Strawberry Lots,
Rock With It,Street Starz,
Beautiful People,Stress U.K. ,
One Step Closer,"String Cheese Incident, The",
,"String Quartet Tribune to Led Zeppelin, Volume 2, The",
Bastard,Strip Mind,
Strong Bad Sings & Other Type Hits,Strong Bad Sings & Other Type Hits,
Time will Tell,Studebaker John,
I Am The Walrus,Stux,
Tributo,Suba,
They,Subculture,
ebin,Sublime,
Gold,Sublime,
Skindiving,Submarine,
Declare a New State!,"Submarines, The",
Never Bet The Devil Your Head,Subrosa,
"Substrance, The","Substrance, The",
Exiting Arm,Subtle,
"Suburban Sky, The","Suburban Sky, The",
Ice,Suburban Sprawl,
ICE,Suburban Sprawl,
All or Nothing,"Subways, The",
Shake! Shake!,"Subways, The",
What Elephant?,Sucka Brown,
Candy Salad,Suckers,
hard lesson,"suddenly, Tammy!",
True Life and Venture,Sue Fink,
Sue Medley,Sue Medley,
Electricity,Suede,
Breeding the Spawn,Suffocation,
Songs for Christmas,Sufjan Stevens,
Besides,Sugar,
Your Favorite Thing,Sugar,
Gee Angel,Sugar,
Blue Blazes,Sugar Blue,
Bring Your Own Insanity ,sugar jones,
after after hours ,Sugar Plant,
Little Saint Nick,Sugar Ray,
Sugar Ray,Sugar Ray,
RPM,Sugar Ray,
american pig,Sugar Ray,
Charmer,Sugar Shack,
chinese leftovers,sugarplam fairies,
"Bang, The Earth Is Round","Sugarplastic, The",
Polly Brown,"Sugarplastic, The",
Tank Top City,Sugarsmack,
Mix Tape,"Suggesttions, The",
Send Me Your Money,Suicidal Tendencies,
Asleep at the Wheel,Suicidal Tendencies,
Battle Hymns,"Suicide Machines, The",
a match and some gasoline,"Suicide Machines, The",
Destruction by Definition,"Suicide Machines, The",
Integrity is Plastique,"Suicide of Miss Melancholy, The",
Break Open The Head,Suit of Lights,
Acid Reign,Suizide Dave,
The Dream Machine,Sukia,
Gary Super Macho,Sukia,
Tie Down That Shiny Wave,Sukpatch,
i have much to report,Sully,
The Hell Song,Sum 41,
Still Waiting,Sum 41,
Natural Selection,SumiLan ,
all the answers,Summer at Shatter Creek,
With the Hands/Slow January,Summerbirds in the Cellar,
Pure Juice,Summercamp,
I'll Be There Tomorrow,Sumner Brothers,
The hell in your mind,"Sumner Brothes, the",
A Letter to Bryson City,Sunday Driver,
Wild horses,"Sunday, The",
Snake Hips,Sundays,
Can't Be Sure,"Sundays, The",
Love,"Sundays, The",
Society Anxiety,Sunk Loto,
One Minute Science,Sunna,
Sunny Bishop,Sunny Bishop,
Sunny Bishop,Sunny Bishop,
How it feels to be something on,Sunny Day Real Estate,
Lost in the Sea of Ghosts,"Sunny Era, The",
In the Spirit of John Coltrane ,Sunny Fortune ,
House Rent Party,Sunnyland Slim,
Finally Home,Sunset Harbinger,
Icepond,Sunset Valley,
Electric! Kill! Kill!,Sunshine,
Green Imagination,"Sunshine Fix, The",
caughtintheactofenjoyingourselves,Sunshot,
Baby Muva,Supa Frienz,
All About the Rock,Supafuzz,
Super Black Market,Super Black Market,
Something 4 The Weekend,Super Furry Animals,
Art Noise,"Super Fuzz, The",
Brown Mushrooms and Other Delights,Super Group,
Hydrogen Child,Super Water Symphony,
Here's To Shutting Up,Superchunk,
16 Volt,Supercoolnothing,
Supercute!,Supercute!,
Head Trip In Every Key,Superdrag,
I Know The Score,Superdrag,
Last Call for Vitriol,Superdrag,
The Anniversary/Superdrag,Superdrag and The Anniversary,
In It For The Money,Supergrass,
Caught By The Buzz,Supergrass,
Rhymes With Eternal,Supernal,
If I Tried,Supernovice,
Inescapable,Supernovice,
Wall to Wall Moustache,Supersonic,
Superstar,Superstar,
Must've Been High,Supersuckers,
Get It Together!,Supersuckers,
Suckadelic,Supervillains,
Wrestlin' With My Lady Friend,SUPLECS,
Puppet's Night Out,Supple,
Divine Operating System ,Supreme Beings of Leisure,
Wisdom,Susan Aneletti,
The Subway Recordings,Susan Cagle,
Rayonnement,"Susan Constant, The",
Sounding Land,Susan Graham White,
Eco de Sombras,Susana Baca,
melody mountain,susanna and the magical orchestra,
Drawings and Garbage Structures,Sushirobo,
Action Causes More Trouble Than Thought,Sushirobo,
Burning Doves,Suwheel Psychedelic,
Kiss Me Like a Man,Suzanne Real,
Kiss Me Like a Man,Suzanne Real,
Accident Ju Paradise,Sven Vath,
Catch-all,Swag,
Rah Rah Sis Boom,Swag,
Swag,Swag,
Self Titled,SWAG,
American Style,Swag ,
Sonic Mind Junction,Swains,
Witching and Diving,Swallows,
Bones of Contention,"Swamis, The",
Squeal,Swamp Cabbage,
Drum Roll Please,Swamp Cabbage,
Wreck ,Swamp Terrorists,
Five in Japan,Swamp Terrorists,
Killer,Swamp Terrorists,
Gutless Crap for Drunk Teens,Swank,
The Swill of it All,Swank,
Self-Titled,"Swansons, The",
Shake,"Swansons, The",
du da,Swåp,
Scapegoat Wax,Swax,
Sway,Sway,
This was Tomorrow,Sway,
Sweater Kittens,Sweater Kittens,
Phylum,"Sweaters, The",
Until One,Swedish House Mafia,
One,Swedish House Mafia,
Sto Cazzo!,Sweep the Leg Johnny,
4 9 21 30,Sweep the Leg Johnny,
Tomorrow We Will Run Faster,Sweep the Leg Johnny,
Wrongville,Sweet Diesel,
Liquid Emotion,Sweet F.A.,
Selections 1976-1988,Sweet Honey in the Rock,
Sweet Lizard Illtet,Sweet Lizard Illtet,
Radio Version of the Album,Sweet Lizard Illtet,
Ring-A-Ling-A-Ding-Ding-Dong,Sweet Miss Coffy ,
Free Activation Series No. 1,Sweet Mother,
Gravity of the Situation,Sweet Relief II,
Tonight,Sweet Sable,
Old Times' Sake,Sweet Sable,
If Wishes Came True,Sweet Sensation,
Days and Nights,Sweet Soubrette,
Siren Song,Sweet Soubrette,
Final Answer?,Sweet Tooth,
Sweet Water,Sweet Water,
Superfriends,Sweet Water,
Looking For a Fight,"Sweetback Sisters, The",
Dried Flies Blood,Sweetie,
Not Waving But Drowning,Sweetnothing,
Well? ,Swell,
for all the beautiful people,Swell,
Forget About Jesus,Swell,
Whenever You're Ready,Swell,
41,Swell,
Swell Daze,Swell Daze,
99th Dream,Swervedriver,
GodSwilling,"Swills, The",
Surreal,Swimmer,
Fighting Trees,"Swimmers, The",
"Swing This, Baby! III",Swing This Baby,
"Deadflowers, Bottles, Bluegrass, and Bones",Swingin' Utters,
Swingin' Utters,Swingin' Utters,
Southside of the Sky,Swinging Steaks,
Fade Away,Swirl,
Starblood,Swirlblade,
Brokedick car,Swirlies,
They spent their wild youthful days,Swirlies,
Sneaky Flutes,Swirlies,
Strictly East  Coast Sneaky Flute Music,Swirlies,
Subject to Change,Switched,
Spread Your E.P.,Switched,
Inside,Switched,
Lay Down the Law,Switches,
The Beautiful Letdown,Switchfoot,
Hot! Kaseko Music,Switi,
Backwards and Forwards,Swoon,
Gods of Earth,"Sword, The",
Metropolis,Swords,
As Real As it Gets,Sworn Enemy,
Pixy,Sybil Vane,
Sybil Vane,Sybil Vane,
Futue 40s (String of Pearls),Syd Straw,
This Time Together,Syl and Syleena Johnson,
Back in the Game,Syl Johnson with Hi Rhythm,
Why? Things Burn,Symbols,
Three Color Sun,Symon-Asher,
The New Mythology Suite,Symphony X-V,
,Symposium,
One Day At A Time,Symposium,
Biotechnology ,Synaptic Flow,
In the Spirit,Synchrony,
Outside the Mainstream,Synchrony,
Sinner or Saint,Synnah,
Without Asking Me Nothing,Sysma,
Why Not?,Sysma,
Toxicity,System of A Down,
Mezmerize,System of A Down,
,System of A Down,
,System of A Down ,
Pleasure to Burn,Systematic,
Somewhere in Between,Systematic ,
G'd Up,Tha Eastsidaz,
Got Beef,Tha Eastsidaz,
Living in America,The Sounds,
Living in America,The Sounds,
Origin Vol. 1,The Soundtrack of our Lives,
Behind The Music,The Soundtrack of our Lives,
Sing it Loud,The Speeds,
arches and aisles,the Spinanes,
Kick,The Splinters,
Sinners Stick Together,The Sterns,
The Weirdness,The Stooges,
Urban Fusion,Spheres of Influence,
Sybil Vane,Sybil Vane,
Vostok 6,Swinghammer,
The Island Gospel,"""the accident that led me to the world""",
Hi-Fi Serious,A,
El Torero,A Fir-ju Well,
Black Forest,A Frames,
A Little Space,A Little Space,
Self Titled,A Man Called (E),
In Your Heart ,A Place to Bury Strangers,
Exploding Head,A Place to Bury Strangers,
In Your Heart,A Place to Bury Strangers,
Exploding Head,A Place to Bury Strangers,
Song From The Red Room,A-Set,
,A-Set,
Picnic of Love,A.C.,
Artificial Intelligence (Preview),A.I.,
Artificial Intelligence,A.I.,
Hone Bee (For Stella),A.R. Kane,
Dear Furious,A18,
La Peste,A3,
American Hearts,AA Bondy,
Music for the Robot Revolution,AAG,
Hidden in the Stomach,Aaly Trio + Ken Vandermark,
Pictures and Words,Aaron and Andrew,
Close Strangers,Aaron Lee and the Love Vigilantes,
Humanistic,Abandoned Pools,
Armed to the Teeth,Abandoned Pools,
Devil's Got Your Tongue,Abbey Lincoln ,
Pop (R.E.D),Abbie Huxley,
Gumbay Dance!,Abdel Kabirr,
Gumbay Dance!,Abdel Kabirr &The Soto Koto Band ,
Tuesday's Child (promo),Abenaa,
Tuesday's Child,Abenaa,
The Freezing Atlantic,Aberdeen ,
Another Seven Years EP,Aberdeen City,
Slowdime #32,Abilene,
Dirty History ,ABK,
Voices,Able Baker Fox,
(unnamed),Able Cain,
Bongo,About,
On The Way,Abra Moore,
Victory Shorts ,Absentee,
Sea Trials ,Absentsar,
Curiosities of the Future Gilded Age,"Absinthe Drinkers, The",
Death in the Afternoon,Absinthe Junk,
A Live in the Basement ,Absolute Zero,
Dreams Gone Sour,"Absolute Zeros, The",
A Fir-ju Well,Absolutely ,
Babardah,Abzu,
SANTI,"Academy Is..., The",
Almost Here,"Academy Is..., The",
Street History Volume 1,Academy Terra Homes,
Rockin' in Rhythm,ACC Heritage of America Band Jazz Ensemble,
Phantoms,Acceptance,
The Accident That Led Me To The World,"Accident That Led Me To The World, The",
Bonfire,ACDC,
The Sign,Ace of Base,
Green Pitch,Ace of Hearts,
I Guess I Would,Acetone,
All Balls Don't Bounce,Aceyalone,
,Aceyalone,
Paegan Terrorism Tactics,Acid Bath,
Paegan Terrorism Tactics (Radio Edits) ,Acid Bath,
Sing Along With,Acid House Kings,
Everything's Going to the Beat,Acid Jazz,
Busse Woods,Acid King,
When the Kite String Pops,Acid King,
We'll Be Fine,Acorn Project,
Glory Hope Mountain,"Acorn, The",
Surrounded by Change,Acoustic Function,
Radio Sampler,Acoustic Rainbow,
Dark Songs of the Prairie,Across Tundras,
Pro-Pain,Act of God,
An Army of Shapes Between Wars,Action Action,
Don't Cut Your Fabric to This Year's Fashions,Action Action,
Action Figure Party,Action Figure Party,
Full Upright Position,Actionslacks,
Phase One: Awakening,Actual Proof,
Gravelled & Green,"Actual Tigers, The",
In Stitches,"Actual, The",
Arms Around a Stranger,Acute,
The Worlds' Best Boyfriend,Ad Frank,
Your Secrets are Mine Now,Ad Frank and the Fast Easy Women,
Wonderful,Adam Ant,
6 Outta 9 w/ Beats,Adam Balbo,
Gemstones,Adam Green,
Garfield,Adam Green,
Friends of Mine,Adam Green,
Minor Love,Adam Green ,
Self-Titled,Adam Green and Binky Shapiro,
Chigliak,Adam Johnson,
Back to Normal,Adam Kestler,
Get Your Glow On,Adam Levy,
Absent of Moonlight,Adam Minter,
What the Hell Happened to Me,Adam Sandler,
The Peeper,Adam Sandler,
The Lonesome Kicker,Adam Sandler,
Bleeps,Adam Sandler,
They're All Gonna Laugh at You,Adam Sandler,
The Chanukah Song,Adam Sandler,
"The Thanksgiving Song and The Chanukah Song, Parts 1 and 2",Adam Sandler,
What's Your Name,Adam Sandler,
Stan and Judy's Kid,Adam Sandler,
World So Bright,Adam Schmidt,
Illiterature,Adam Schmidt,
Self-Titled,Adam Sweeney,
Delicate Dragon,Adama,
Thing,Adamski's,
After Dark,Adamson Square,
On the Wires of Our Nerves,Add N to X,
Loud Like Nature,Add N to X,
Add Instult to Injury,Add N to X,
Allophone,Addison Groove Project,
Self-Titled,Adelita's Way,
Black Cow,Aden ,
Where the Fukawee,Adi Odi Adi,
Twenty-Seven,"Adicts, The",
Before the Revolution,"Adjusters, The",
Squealing Pigs,Admiral Fallow,
Against Perfection,Adorable,
BFD,Adrian and the Sickness,
Morningglow,Adriane Lake,
Stages of the Sun,Adrianne Lenker,
Honey for Bees,Adrien and the Fine Print,
The Lesser Known,Adventure,
Adventure,Adventure ,
It's All True,"Adventures of Dr. Lawyer, The",
Aeb,Aeb,
Sleep and Release,Aerogramme,
My Heart Has a Wish That You Would Not Go,Aerogramme,
Float Above the Yard,Aeroplane Pageant,
To Perserver,"Aeroplane, 1929",
"Fast Cars, Danger, Fire and Knives",Aesop Rock,
Drunk in Disneyland,"Aesthetics, The",
What Jail is Like,"Afghan Whigs, The",
Somethin' Hot,"Afghan Whigs, The",
Historectomy,"Afghan Whigs, The",
Gentlemen,"Afghan Whigs, The",
Bonnie & Clyde EP ,"Afghan Whigs, The",
Black Love,"Afghan Whigs, The",
Program One: The B-Sides; Program Two: The Conversation,"Afghan Whigs, The",
December Underground,Afi,
Crash Love,Afi,
Sing the Sorrow,Afi ,
Medicate,Afi ,
Live at the Hard Rock Cafe,Afi ,
I Love the Way You Make Me Feel,African Unity,
Anatomic (Radio Edit Sampler) ,Afro Celt Sound System,
A Toda Cuba la Gusta,Afro-Cuban All Stars,
The Good Times,Afroman,
Because I Got High,Afroman,
Kickin' Afrolistics,"Afros, The",
80's Gold,After Hours,
Take Me Home,After Midnight Project,
Bitterwarm,"Afterglow, The",
Ballads for Little Hyenas ,Afterhours,
Slave to the Vibe,Aftershock,
Split EP,Aftertax/The Rusty Nails,
Highly Publicized Digital Boxing Match,Afuche,
Wake Up and Smell Reality,Ag Silver,
All Fall Down,Against All Authority,
Exchange the Criminals,Against All Authority,
24 Hour Roadside Resistance,Against All Authority,
As the Eternal Cowboy,Against me!,
I Was a Teenage Anarchist,Against me!,
Searching for a Former Clarity,Against me!,
Look... The Dust is Growing,Age Rings,
Turn,"Agency, The",
Start the Panic,"Agenda!, The",
For All the Massive,"Agents, The",
Reggae Hit LA,"Aggrolites, The",
Before We Finally Meet,Agnus Kain,
The Darkest Road,"Agony Scene, The",
Camille and Rick,"Agreeables, The",
"Heaps As, Live in Tasmania","Agriculture, The",
Select Tracks,Aguafantastica,
The Same and The Other,Ahleuchatistas,
Even in the Midst...,Ahleuchatistas,
Welcome To My Party,Ahmir,
Aileen Morgan,Aileen Morgan,
Say Anything,Aimee Mann,
Lost in Space,Aimee Mann,
"""Whatever""",Aimee Mann,
Eirele of the Sun,Áine Minogue,
Pocket Symphony,Air,
Love 2,Air,
City Reading,Air + Baricco,
Snapshots,Air Combat Command Heritage of America Band,
Leap of Faith,Air Cuba,
Me Me Me,Air Miami,
Fractured Life,Air Traffic,
The Airborne Toxic Event,"Airborne Toxic Event, The",
North EP ,Aire Atlantica,
The Last Match,"Aislers Set, The",
Rhythmagick,Aiyb Dieng,
Return to N.Y.,Ak-Momo,
The Coldest Hour,Akai,
Balance,Akrobatik,
Spank That Ass!,Al Foul and the Shakes,
Everything's OK ,Al Green,
I Can't Stop,Al Green,
Everything's OK,"Al Green, the Reverend",
Living the Kush Life,Al Kush,
Radio Public Service Anouncements,Al-Anon Family Groups,
American in the 21st Century,Al-n,
Dis-Ease,Al's Not Well,
Santa Elena,Ala Muerte,
Woke Up This Morning,Alabama 3,
Constellation,Alabama Thunder Pussy,
"Many Worlds, One Tribe",Alain Eskinasi,
Whatever Happened To Good TV?,Alakrity,
Moving On,Alamance,
Alan Cohen Experience EP,Alan Cohen Experience,
Revolutions,Alan Cohen Experience,
The Rest of the Country,Alan Kelly,
Silverback,Alan Kelly,
Suicide,Alan Vega,
Blame It On Me,Alana Davis,
Surrender Dorothy,Alana Davis,
Unsent,Alanis Morissette,
Ironic,Alanis Morissette,
Supposed Former Infatuation Junkie,Alanis Morissette,
Thank U,Alanis Morissette,
A/rythmia,Alarm Will Sound,
Rescue Through Tomahawk,Alaska,
Emotions,Alaska!,
Bad Moock Rising,Alastair Moock ,
At Anderson Fair,Albert and Gage,
Yours to keep,Albert Hammond Jr.,
Si No Te Hubieras Ido,Albert Lee,
The Thief & the Heartbreaker,Alberta Cross,
About You,Albin Lee Meldau,
Into The Blue Again,"Album Leaf, The",
In A Safe Place,"Album Leaf, The",
An Orchestrated Rise to Fall,"Album Leaf, The",
A Chorus of Storytellers,"Album Leaf, The",
Weasel$,Alcohol Funnycar,
Innocent Explanations,Alec Berlin,
Where You Were Young,Alec Betterley,
The Destroyer,Alec Empire,
The Quiet Room,Alec K. Redfearn and The Eyesores,
The Blind Spot,Alec K. Redfearn and The Eyesores,
Mo Beauty,Alec Ounsworth,
With These Hands,Alejandro Escovedo ,
No es lo mismo,Alejandro Sanz,
Quisiera ser,Alejandro Sanz,
Toca Para Mi,Alejandro Sanz,
Aprendiz,Alejandro Sanz,
Y Solo Se Me Ocurre Amarte ,Alejandro Sanz,
Regalame La Silla Donde Te Espere,Alejandro Sanz,
The World's Getting Loud,Alex De Grassi,
Small Craft Warnings,Alex Gordon,
Watching Angels Mend,Alex Lloyd,
Wake Up Dreaming,Alex Lumelsky,
Self Titled,"Alex P Smith Band, The",
So Far,Alex Reece,
Feel the Sunshine,Alex Reece,
Cultural Fusion,Alex Wan,
Love Makes Sense for Quiet Storm Radio,Alexander O'Neal,
In the Middle Remixes,Alexander O'Neal,
Styrofoam,Alexandra Scott,
Time Without Consequent,Alexi Murdoch,
The Pioneer Spirit,Alexis Babini,
Split EP,Alexisonfire / Moneen,
A Word in Your Ear,Alfie,
Here Comes... El Son,Alfredo Alvarez Calderon,
Ghost Surveillance,Algernon,
If You Happy With You Need Do Nothing,Algie,
Living Room,Ali Baba's Tahini,
W/ a Bullet,Alias,
Alias,Alias,
Kicking the Habit,Alice Avery,
Box of Me,Alice Brightsky,
Black Gives Way to Blue,Alice In Chains,
Apocalypse: An Electronic Opera,Alice Shields,
"For Lovers, Dreamers & Me",Alice Smith,
Gold,Alice Texas,
Forgive & Forget,Alien Ant Farm,
XL From Coast to Coast,Alien Crime Syndicate,
The Altered States of America,Alien Sex Fiend,
"I Am, I Feel",Alisha's Attic,
Alisha Rules the World,Alisha's Attic,
,Alison Brown Quartet,
Forget About It,Alison Krauss,
Every Time You Say Goodbye,Alison Krauss & Union Station,
So Long So Wrong,Alison Krauss & Union Station,
Hoodoo,Alison Moyet,
Singles,Alison Moyet,
Essex,Alison Moyet,
Whispering Your Name,Alison Moyet,
Life in the First Person,Alison Pipitone,
Live From Sydney – Yahoo Australia!,Alix,
Make Room,"Alkaholiks, Tha",
Remains,Alkaline Trio,
Hot Water Music,Alkaline Trio,
Epic,Alkaline Trio,
Pummel,All,
Live Plus One,All,
Dot,All,
Blue Sky Eyes,All About Steve,
What Do You Believe? ,All Ages,
A New Kind of Citizen,All Ages,
Chainsaw Kittens,"All American, The",
Fill My Cup (To Tha Rim) ,All Frum Tha I,
Summer of '98,All Girl Summer Fun Band,
Monster Monster,All Hours,
The Second DejaDisc Sampler,All In Good Time,
Covenant Day Productions,All IV Jesus,
Spirit Stereo Frequency,All Night Radio,
Breathers vs. Drivers,All of Them Witches,
,All Roads Lead to Burbank,
Is It Nothing To You?,All State Champions,
Curvy Baby,All the Queen's Men,
My Friends Are Going to Be Strangers,All the Real Girls,
Device,All the Villains,
Come Sunday,Allen & Allen,
A-Blazing Grace,Allen & Allen,
Swim With Me,Allette Brooks,
Singles,Allison Moyet,
Hittin' the Note,"Allman Brothers Band, The",
Allo Darlin',Allo Darlin',
Go You!,"Allstonians, The",
The Allston Beat,"Allstonians, The",
Latin Soul,Alma Rosa,
Almeria Club,Almeria Club,
Almost Now,Almost Now,
Southern Weather,"Almost, The",
That's Your Fire,Aloha,
Some Echoes,Aloha,
Here Comes Everyone,Aloha,
The Sooner It Comes,Aloud,
Fan the Fury,Aloud,
Pepper,Alpha,
Live Au Zenith (Paris),Alpha Blondy,
Yitzhak Rabin,Alpha Blondy & The Solar System,
Yitzhak Rabin,Alpha Blondy & The Solar System,
Stoic,"Alpha Centauri, The",
So I Had TO Shoot Him`,Alpha Males & Popular Girls,
Layin' Low in the Cut,Alphabet Soup,
I Am Magically Happening!,"Alphabetical Order, The",
It Was Fine to be Kind,Also,
Runaway Sunday,Altan,
Blackbird,Alter Bridge,
Assassin Knowledges of the Remanipulated,Altered Beats,
Dos,Altered State,
A Sucker's Dream,"Alternate Routes, The",
Ordinary,"Alternate Routes, The",
Kalliope,Altogether Elsewhere,
Altos,Altos,
Dream Dance,Aluminum Babe,
Escalator,Alva Star,
Big Mama's Door,Alvin Youngblood Hart,
Start With the Soul,Alvin Youngblood Hart,
Cat Lady,Alycat,
Use as Needed,Alyssa,
Radioactive,AM Radio,
Suffocation Town,AM Stereo,
Day Break In Africa (feat. Hopeton Lindo),Amadi,
Welcome to Mali,Amadou and Mariam,
Of All the Latest Trends,Amalgam,
Filthy Mind,Amanda Ghost,
Ghost Stories,Amanda Ghost,
Self-Titled,Amanda Mair ,
A Revolution in Four-Part Harmony,Amandla!,
Songs of Peace,Amani,
B.O.T.,"Amazing Interceptors, The",
The Amazing Mudshark,"Amazing Mudshark, The",
Everyday Above Ground,"Amazing Mudshark, The",
The Amazing Royal Crowns,"Amazing Royal Crowns, The",
The Death of the Party ,Amazing Transparent Man ,
May These Images Die With Dignity,Amber Dust,
The Amber Estate,"Amber Estate, The ",
Oh My Lullaby ,Amber Nichols,
Breathing in Essence,Amber Spyglass,
Promise Land,Ambrose,
New English EP,Ambulance,
New English EP (different casing),Ambulance,
The Lottery ,Ambulette,
Black Doves,Amelia White,
Death Before Music (Sampler),Amen ,
Death Before Music,Amen ,
Rainbow Party,America's Sweetheart,
Set Free,"American Analog Set, The",
01 Los Angeles,American DJs,
Songs and Relfections of Individual and Collective Disturbances,"American Fantasy, An",
Self-Titled,American Folklore,
Self-Titled,American Football,
Self-Titled,American Football,
The History of American Punk Rock 1980-1986,American Hardcore,
The Art of Losing,American Hi-Fi,
Shover the Cupcake ,"American Measles, The",
The Buffalo Creek ,American Minor,
American Minor,American Minor ,
Wish The World Away,American Music Club,
San Francisco ,American Music Club,
Hello Amsterdam,American Music Club,
Johnny Mathis' Feet,American Music Club,
Mercury,American Music Club,
Reprise,American Music Club,
Over and Done (Promo),American Music Club,
Other People,American Princes,
Less and Less,American Princes,
Zinga Son,"Amigos Invisibles, Los",
Arepa 3000,"Amigos Invisibles, Los",
Mint 400,Ammonia ,
Isam,Amon Tobin,
Love fate,Amor fati,
Mission Bell,Amos Lee,
all my friends,Amos Lee,
American Doll Posse,"Amos, Tori",
Woods,Amps for Christ,
We Don't Stand A Chance,Amtaxi,
bloom,Amun Ra,
The Maudlin Years,Amy Allison,
Carnival Love ,Amy Correia,
Generation Hawai'i,Amy Hanalali'i,
Back Down,Amy Henderson,
Secret Music,Amy Kress,
Quarter Life,Amy Leo,
Honey from the Tombs,Amy Millan,
prom,Amy ray,
Didn't it feel kinder,Amy ray,
Middlescence,Amy Rigby,station
Diary of a Mod Housewife,Amy Rigby,
How to sleep in a stormy boat,Amy Speace,strorage
Back to Black,Amy Winehouse,
The Virus that Would Not Die!,An Alternative Tentacles Catalog Sampler,
"Live it, love it ","Anabolics, The",Trash
zoo,Anadivine,station
AAD,Analogue,
Release ,Ananda Project,station
Walking On ,"Ananda Shankar Experience and State of Bengal, The",station
the mirror ,Anandi ,trash
A single drop of red ,Anarchy club,trash
ginseng cowboys ,Anasazi,trash
Love,Anathema,storage
Cover Story,Anavan,station
Anavan,Anavan,station
(unknown),Anavoog,storage
Blueprints for the Black Market,Anberlin,trash
Cities,Anberlin,station
Feel Good Drag,Anberlin,storage
New Surrender,Anberlin,station
Refrigerator,Anchors of Bleed,station
Indoors,And People and Crocodiles,storage
Worlds Apart,And You Will Know Us By the Trail of Dead,station
Worlds Apart,And You Will Know Us By the Trail of Dead,trash
,And You Will Know Us By the Trail of Dead,
Relative Ways/Homage,And You Will Know Us By the Trail of Dead,station
So Divided,And You Will Know Us By the Trail of Dead,storage
Source Tags and Codes,And You Will Know Us By the Trail of Dead,trash
The Century of Self,And You Will Know Us By the Trail of Dead,trash
Such a Heavenly Eye Sore,Andalusia,storage
Tell it To the Dust,Anders Parker,station
Little Heart,Andra Suchy ,storage
Superlame,Andras Jones,storage
A Curmudgeon for All Seasons,Andras Jones,station
Complicated,Andras Jones,storage
Race to the Bottom,Andre Afram Asmar,station
"Into the Woods, Out of the Woods",Andre Papanicolaou,storage
Angel Hat,Andrea Maxand,storage
Glorious,Andreas Johnson,station
,Andreas Vollenweider,storage
Weather Systems,Andrew Bird,station
Armchair Apocrypha,Andrew Bird,station
Noble Beast,Andrew Bird,station
Hands of Glory,Andrew Bird,station
The Mysterious Production of Eggs,Andrew Bird ,storage
The Swimming Hour,Andrew Bird's Bowl of Fire,station
Thrills,station,trash
Oh! The Grandeur,Andrew Bird's Bowl of Fire,
Time and Imaginary Time,Andrew Bishop,storage
Staring at the Sun,Andrew Calhoun,station
What Am I Gonna Do With These Hands,Andrew Cash,
Boomtown,Andrew Cash,storage
Dancing with the Lion,Andrew Dorff,
Idle Idol,Andrew Kaffer,
Quiet Kissing EP,Andrew Shapiro,
Where We Belong,Andrew Sullivan ,
The Wolf,Andrew W.K.,
She Is Beautiful,Andrew W.K.,
I Get Wet,Andrew W.K.,
Lost Where I Belong,Andreya Triana,
Sleeping in the Van ,Andy Church ,
The Socialite,Andy Clockwise,
No One You Will Ever Know,Andy Elwell,
Half a Man,Andy Frasco and the UN,
Memories of Connecticut,Andy If,
A Simple Life on Land,Andy Juhl,
Own Resolve,Andy Shaw Band,
Teenage,Andy White,
Styles of the Unexpected,Andyvotel,
Self-Titled,Anesthesia,
When You Were a Kid,Aneuretical,
With Roots and Wings,Angel Band,
White Courtesy Phone,Angel Corpus Christi,
Faith No More,Angel Dust,
Self-Titled,"Angel, The",
Linger,Angela de Villiers,
The Things We Do,Angela McCluskey,
Suffocate Me EP,Angelfish ,
Radioactive,Angelfish ,
Fifa,Angélique Kidjo,
Far From Home,Angelo M. ,
Everything's Magic,Angels & Airwaves,
Tattoos and Cigarettes,Angels heart,
Other People (Promo),Angels of Light ,
Akron/Family & Angels of Light,Angels of Light & Akron/Family,
All Good Things,Angels of Vice,
Releasing Anger,Anger,
,Angie Aparo,
The EP,Angry Atom,
A Book Like This,Angus and Julia Stone,
reckoning,ani,
revelling,ani,
Angry Anymore,Ani Difranco,
Not a Pretty Girl,Ani Difranco,
Back Back Back ,Ani Difranco,
reckoning,ani difranco,
reprieve,ani difranco,
to the teeth,ani difranco,
up,ani difranco,
welcome to,ani difranco,
At Home With Ani Difranco ,Ani Difranco,trash
Evolve,Ani Difranco ,
Educated Glass,Ani Difranco ,
Knuckle Down,Ani Difranco ,
Little Plastic Castle ,Ani Difranco ,
Catalog (Sampler),Ani Difranco ,
Canon,Ani Difranco ,
Educated Glass,Ani Difranco ,
Fellow Workers,Ani Difranco & Utah Phillips,
Fierce flawless,Anid,
Thinking Room,Anika Moa,
Merriweather Post Pavillion,Animal Collective,
